date,time,symbol,strike,expiry,open,high,low,close,volume,oi,coi
250701,37980,QQQ250718C00575000,575,250718,71,71,71,71,1,1,0
250701,37980,QQQ250725C00525000,525,250725,2811,2811,2811,2811,1,1,-1
250701,37980,QQQ250725C00532000,532,250725,2226,2226,2226,2226,10,1,0
250701,37980,QQQ250725C00542000,542,250725,1514,1514,1514,1514,4,1,0
250701,37980,QQQ250725C00550000,550,250725,994,994,994,994,5,1,-1
250701,37980,QQQ250725C00555000,555,250725,709,709,709,709,19,1,0
250701,37980,QQQ250725C00565000,565,250725,351,351,349,349,72,2,1
250701,37980,QQQ250725C00570000,570,250725,225,225,225,225,2,1,-3
250701,37980,QQQ250731C00550000,550,250731,1139,1141,1139,1141,2,2,1
250701,37980,QQQ250731C00555000,555,250731,882,882,869,869,15,2,1
250701,37980,QQQ250731C00565000,565,250731,480,480,463,463,3,3,2
250701,37980,QQQ250731C00575000,575,250731,222,223,222,223,70,4,3
250701,37980,QQQ250731C00605000,605,250731,23,23,23,23,1,1,0
250701,37980,QQQ250731C00610000,610,250731,16,16,16,16,1,1,0
250701,37980,QQQ250801C00545000,545,250801,1503,1503,1495,1495,2,2,1
250701,37980,QQQ250801C00560000,560,250801,685,685,685,685,1,1,0
250701,37980,QQQ250801C00575000,575,250801,250,250,250,250,1,1,0
250701,37980,QQQ250801C00580000,580,250801,170,170,170,170,1,1,0
250701,37980,QQQ250808C00490000,490,250808,6284,6284,6204,6211,4,4,1
250701,37980,QQQ250808C00535000,535,250808,2322,2322,2322,2322,2,2,1
250701,37980,QQQ250808C00545000,545,250808,1626,1626,1626,1626,1,1,0
250701,37980,QQQ250808C00546000,546,250808,1601,1601,1566,1566,40,10,-3
250701,37980,QQQ250808C00565000,565,250808,618,618,618,618,1,1,0
250701,37980,QQQ250808C00575000,575,250808,334,334,334,334,1,1,0
250701,37980,QQQ250815C00505000,505,250815,5007,5007,5007,5007,1,1,0
250701,37980,QQQ250815C00515000,515,250815,4074,4079,4074,4076,4,4,-6
250701,37980,QQQ250815C00530000,530,250815,2865,2865,2865,2865,2,1,-1
250701,37980,QQQ250815C00545000,545,250815,1780,1780,1780,1780,10,1,0
250701,37980,QQQ250815C00550000,550,250815,1490,1490,1463,1463,38,7,4
250701,37980,QQQ250815C00555000,555,250815,1209,1209,1209,1209,1,1,-1
250701,37980,QQQ250815C00565000,565,250815,755,755,736,740,9,5,1
250701,37980,QQQ250815C00570000,570,250815,575,575,564,564,7,3,1
250701,37980,QQQ250815C00590000,590,250815,166,166,166,166,1,1,0
250701,37980,QQQ250815C00730000,730,250815,1,1,1,1,5,1,0
250701,37980,QQQ250829C00542000,542,250829,2273,2273,2273,2273,1,1,0
250701,37980,QQQ250829C00548000,548,250829,1885,1885,1885,1885,1,1,0
250701,37980,QQQ250829C00550000,550,250829,1770,1770,1770,1770,1,1,0
250701,37980,QQQ250919C00475000,475,250919,8172,8172,8172,8172,3,1,0
250701,37980,QQQ250919C00530000,530,250919,3540,3540,3540,3540,9,1,0
250701,37980,QQQ250919C00535000,535,250919,3175,3175,3175,3175,5,1,0
250701,37980,QQQ250919C00550000,550,250919,2168,2168,2168,2168,1,1,0
250701,37980,QQQ250919C00590000,590,250919,509,509,509,509,1,1,0
250701,37980,QQQ250919C00685000,685,250919,10,10,10,10,1,1,0
250701,37980,QQQ250930C00532000,532,250930,3475,3475,3475,3475,4,4,0
250701,37980,QQQ250930C00565000,565,250930,1471,1471,1471,1471,25,1,0
250701,37980,QQQ250930C00605000,605,250930,305,305,305,305,1,1,0
250701,37980,QQQ251121C00560000,560,251121,2535,2535,2535,2535,5,1,-1
250701,37980,QQQ251121C00580000,580,251121,1575,1575,1575,1575,1,1,0
250701,37980,QQQ251219C00550000,550,251219,3525,3525,3500,3500,14,2,1
250701,37980,QQQ251219C00575000,575,251219,2144,2144,2144,2144,1,1,0
250701,37980,QQQ260116C00549780,549,260116,3834,3834,3834,3834,1,1,0
250701,37980,QQQ260116C00550000,550,260116,3810,3810,3810,3810,1,1,0
250701,37980,QQQ271217C00230000,230,271217,33900,33900,33900,33900,1,1,0
250701,38040,QQQ250701C00534000,534,250701,1445,1445,1445,1445,2,1,0
250701,38040,QQQ250701C00537000,537,250701,1132,1132,1128,1128,9,2,0
250701,38040,QQQ250701C00540000,540,250701,819,819,819,819,2,1,-5
250701,38040,QQQ250701C00543000,543,250701,533,533,533,533,2,2,0
250701,38040,QQQ250701C00544000,544,250701,455,455,429,429,22,3,-2
250701,38040,QQQ250701C00545000,545,250701,362,362,345,350,40,7,-2
250701,38040,QQQ250701C00546000,546,250701,279,279,260,260,8,5,-1
250701,38040,QQQ250701C00547000,547,250701,200,200,188,193,51,17,-14
250701,38040,QQQ250701C00548000,548,250701,138,138,125,128,396,94,5
250701,38040,QQQ250701C00549000,549,250701,89,89,78,82,1141,183,-64
250701,38040,QQQ250701C00550000,550,250701,52,52,45,48,2498,245,-55
250701,38040,QQQ250701C00551000,551,250701,28,28,24,25,1337,174,33
250701,38040,QQQ250701C00552000,552,250701,14,14,12,13,379,57,-9
250701,38040,QQQ250701C00553000,553,250701,8,8,6,8,273,33,-18
250701,38040,QQQ250701C00554000,554,250701,5,5,4,5,8,7,-10
250701,38040,QQQ250701C00555000,555,250701,3,3,3,3,9,6,-3
250701,38040,QQQ250701C00556000,556,250701,2,2,2,2,28,4,3
250701,38040,QQQ250701C00557000,557,250701,3,3,3,3,15,4,3
250701,38040,QQQ250701C00558000,558,250701,2,2,2,2,1,1,-2
250701,38040,QQQ250701C00559000,559,250701,1,1,1,1,15,4,2
250701,38040,QQQ250702C00536000,536,250702,1251,1251,1251,1251,1,1,0
250701,38040,QQQ250702C00543000,543,250702,580,580,579,579,31,4,2
250701,38040,QQQ250702C00545000,545,250702,421,421,421,421,4,1,-1
250701,38040,QQQ250702C00547000,547,250702,282,290,282,284,29,5,-6
250701,38040,QQQ250702C00548000,548,250702,229,229,220,225,48,19,0
250701,38040,QQQ250702C00549000,549,250702,177,178,168,173,125,31,-64
250701,38040,QQQ250702C00550000,550,250702,135,135,125,128,1487,88,37
250701,38040,QQQ250702C00551000,551,250702,95,95,89,92,45,19,4
250701,38040,QQQ250702C00552000,552,250702,68,68,62,63,42,21,11
250701,38040,QQQ250702C00553000,553,250702,44,44,41,42,30,4,-3
250701,38040,QQQ250702C00554000,554,250702,28,28,27,28,5,5,0
250701,38040,QQQ250702C00555000,555,250702,18,18,17,18,21,5,-5
250701,38040,QQQ250702C00556000,556,250702,12,12,11,11,15,4,-4
250701,38040,QQQ250702C00557000,557,250702,8,8,8,8,2,1,0
250701,38040,QQQ250702C00558000,558,250702,5,5,5,5,450,6,5
250701,38040,QQQ250702C00559000,559,250702,3,3,3,3,3,1,0
250701,38040,QQQ250703C00490000,490,250703,5816,5820,5816,5820,3,3,-1
250701,38040,QQQ250703C00542000,542,250703,757,757,757,757,1,1,-3
250701,38040,QQQ250703C00545000,545,250703,533,533,516,522,14,4,2
250701,38040,QQQ250703C00546000,546,250703,461,461,450,450,3,3,-1
250701,38040,QQQ250703C00547000,547,250703,387,392,387,389,14,5,-6
250701,38040,QQQ250703C00547500,547,250703,358,358,358,358,1,1,0
250701,38040,QQQ250703C00548000,548,250703,330,334,328,329,40,5,-6
250701,38040,QQQ250703C00549000,549,250703,285,285,274,275,68,6,-18
250701,38040,QQQ250703C00550000,550,250703,231,231,223,225,296,17,-23
250701,38040,QQQ250703C00551000,551,250703,182,186,180,183,23,12,-9
250701,38040,QQQ250703C00552000,552,250703,151,151,145,147,11,3,-11
250701,38040,QQQ250703C00552500,552,250703,128,129,128,129,3,2,-1
250701,38040,QQQ250703C00553000,553,250703,118,118,113,113,4,4,0
250701,38040,QQQ250703C00554000,554,250703,88,88,85,87,204,9,4
250701,38040,QQQ250703C00555000,555,250703,67,67,64,65,37,9,-8
250701,38040,QQQ250703C00556000,556,250703,50,50,48,48,11,2,1
250701,38040,QQQ250703C00559000,559,250703,19,19,19,19,1,1,0
250701,38040,QQQ250703C00560000,560,250703,13,13,13,13,1,1,-1
250701,38040,QQQ250703C00561000,561,250703,10,10,10,10,1,1,0
250701,38040,QQQ250703C00562000,562,250703,7,7,7,7,1,1,-2
250701,38040,QQQ250703C00564000,564,250703,5,5,4,4,13,5,4
250701,38040,QQQ250703C00569000,569,250703,1,1,1,1,2,1,0
250701,38040,QQQ250707C00535000,535,250707,1450,1450,1450,1450,2,1,0
250701,38040,QQQ250707C00543000,543,250707,762,762,762,762,1,1,0
250701,38040,QQQ250707C00544000,544,250707,685,685,685,685,25,4,3
250701,38040,QQQ250707C00546000,546,250707,552,552,544,544,4,2,1
250701,38040,QQQ250707C00548000,548,250707,426,430,426,429,18,3,2
250701,38040,QQQ250707C00549000,549,250707,373,374,372,374,104,11,2
250701,38040,QQQ250707C00550000,550,250707,325,326,321,325,29,5,1
250701,38040,QQQ250707C00551000,551,250707,280,280,278,278,16,3,-6
250701,38040,QQQ250707C00553000,553,250707,202,202,202,202,5,1,-1
250701,38040,QQQ250707C00554000,554,250707,167,167,167,167,1,1,-1
250701,38040,QQQ250707C00555000,555,250707,136,137,134,135,19,8,6
250701,38040,QQQ250707C00557000,557,250707,89,89,89,89,2,2,-2
250701,38040,QQQ250707C00559000,559,250707,55,55,55,55,2,1,-2
250701,38040,QQQ250707C00560000,560,250707,44,44,44,44,1,1,0
250701,38040,QQQ250708C00535000,535,250708,1466,1466,1466,1466,1,1,0
250701,38040,QQQ250708C00537000,537,250708,1300,1300,1300,1300,1,1,0
250701,38040,QQQ250708C00539000,539,250708,1129,1134,1126,1126,10,3,1
250701,38040,QQQ250708C00540000,540,250708,1052,1052,1052,1052,1,1,0
250701,38040,QQQ250708C00546000,546,250708,605,605,605,605,2,1,-2
250701,38040,QQQ250708C00548000,548,250708,479,486,479,484,21,4,3
250701,38040,QQQ250708C00549000,549,250708,436,436,430,430,2,2,1
250701,38040,QQQ250708C00551000,551,250708,336,336,331,332,14,6,4
250701,38040,QQQ250708C00554000,554,250708,211,211,211,211,5,1,0
250701,38040,QQQ250708C00555000,555,250708,184,184,180,180,9,3,2
250701,38040,QQQ250708C00559000,559,250708,83,85,83,85,7,4,2
250701,38040,QQQ250708C00560000,560,250708,71,72,70,70,25,3,1
250701,38040,QQQ250709C00549000,549,250709,494,494,494,494,1,1,0
250701,38040,QQQ250709C00550000,550,250709,438,438,438,438,3,1,-3
250701,38040,QQQ250709C00551000,551,250709,390,393,390,393,90,3,2
250701,38040,QQQ250709C00558000,558,250709,149,149,149,149,10,1,0
250701,38040,QQQ250710C00549000,549,250710,550,550,546,546,2,2,1
250701,38040,QQQ250710C00550000,550,250710,494,494,494,494,3,3,-6
250701,38040,QQQ250711C00540000,540,250711,1188,1188,1188,1188,5,1,0
250701,38040,QQQ250711C00543000,543,250711,968,968,968,968,2,2,1
250701,38040,QQQ250711C00544000,544,250711,901,901,901,901,2,2,0
250701,38040,QQQ250711C00545000,545,250711,848,848,848,848,10,5,4
250701,38040,QQQ250711C00547000,547,250711,707,707,707,707,3,1,0
250701,38040,QQQ250711C00548000,548,250711,650,650,649,649,10,2,0
250701,38040,QQQ250711C00550000,550,250711,541,545,540,542,20,5,-4
250701,38040,QQQ250711C00555000,555,250711,321,321,316,318,56,7,4
250701,38040,QQQ250711C00560000,560,250711,170,170,168,168,4,4,3
250701,38040,QQQ250711C00565000,565,250711,81,81,81,81,1,1,-6
250701,38040,QQQ250718C00535000,535,250718,1789,1789,1789,1789,1,1,0
250701,38040,QQQ250718C00540000,540,250718,1419,1419,1417,1417,2,2,1
250701,38040,QQQ250718C00545000,545,250718,1077,1077,1077,1077,1,1,-3
250701,38040,QQQ250718C00549000,549,250718,830,830,822,822,11,3,1
250701,38040,QQQ250718C00550000,550,250718,767,772,767,769,28,4,-1
250701,38040,QQQ250718C00551000,551,250718,720,720,717,717,9,4,3
250701,38040,QQQ250718C00555000,555,250718,530,532,525,528,15,6,4
250701,38040,QQQ250718C00560000,560,250718,347,347,341,342,104,4,0
250701,38040,QQQ250718C00565000,565,250718,213,213,210,211,37,18,17
250701,38040,QQQ250718C00570000,570,250718,123,124,123,124,42,2,1
250701,38040,QQQ250718C00575000,575,250718,70,70,70,70,4,4,3
250701,38040,QQQ250725C00550000,550,250725,950,950,950,950,1,1,0
250701,38040,QQQ250725C00585000,585,250725,53,53,53,53,10,3,2
250701,38040,QQQ250725C00590000,590,250725,35,35,35,35,1,1,-4
250701,38040,QQQ250731C00530000,530,250731,2518,2518,2518,2518,1,1,-1
250701,38040,QQQ250731C00545000,545,250731,1419,1419,1411,1417,5,4,3
250701,38040,QQQ250731C00550000,550,250731,1114,1114,1114,1114,1,1,-1
250701,38040,QQQ250731C00565000,565,250731,463,463,459,459,24,14,11
250701,38040,QQQ250731C00570000,570,250731,324,324,324,324,1,1,0
250701,38040,QQQ250731C00580000,580,250731,147,147,147,147,3,1,-1
250701,38040,QQQ250731C00585000,585,250731,96,96,96,96,1,1,0
250701,38040,QQQ250731C00595000,595,250731,44,44,44,44,1,1,0
250701,38040,QQQ250731C00600000,600,250731,31,31,30,30,61,4,3
250701,38040,QQQ250801C00551000,551,250801,1114,1114,1109,1109,4,2,1
250701,38040,QQQ250801C00552000,552,250801,1060,1060,1060,1060,5,1,0
250701,38040,QQQ250801C00560000,560,250801,677,677,677,677,1,1,0
250701,38040,QQQ250801C00580000,580,250801,165,165,165,165,2,1,0
250701,38040,QQQ250808C00490000,490,250808,6187,6192,6187,6192,3,3,-1
250701,38040,QQQ250808C00546000,546,250808,1562,1562,1550,1551,52,9,-1
250701,38040,QQQ250808C00565000,565,250808,611,611,611,611,1,1,0
250701,38040,QQQ250815C00450000,450,250815,10150,10150,10150,10150,1,1,0
250701,38040,QQQ250815C00505000,505,250815,4946,4946,4946,4946,1,1,0
250701,38040,QQQ250815C00520000,520,250815,3632,3632,3632,3632,2,2,1
250701,38040,QQQ250815C00550000,550,250815,1449,1449,1449,1449,1,1,-6
250701,38040,QQQ250815C00560000,560,250815,935,935,935,935,2,1,-1
250701,38040,QQQ250815C00570000,570,250815,556,556,556,556,1,1,-2
250701,38040,QQQ250815C00585000,585,250815,227,227,227,227,1,1,-3
250701,38040,QQQ250815C00590000,590,250815,163,164,163,164,6,3,2
250701,38040,QQQ250829C00535000,535,250829,2750,2750,2750,2750,20,1,0
250701,38040,QQQ250829C00550000,550,250829,1750,1750,1750,1750,1,1,0
250701,38040,QQQ250829C00560000,560,250829,1216,1216,1216,1216,1,1,0
250701,38040,QQQ250829C00561000,561,250829,1167,1167,1167,1167,1,1,0
250701,38040,QQQ250829C00600000,600,250829,165,165,165,165,100,1,0
250701,38040,QQQ250919C00540000,540,250919,2789,2789,2788,2788,2,2,0
250701,38040,QQQ250919C00575000,575,250919,925,925,925,925,1,1,0
250701,38040,QQQ250919C00590000,590,250919,496,496,496,496,20,1,0
250701,38040,QQQ250919C00600000,600,250919,312,312,312,312,2,1,0
250701,38040,QQQ250919C00635000,635,250919,59,59,59,59,146,6,5
250701,38040,QQQ250930C00532000,532,250930,3460,3460,3460,3460,4,1,-3
250701,38040,QQQ250930C00540000,540,250930,2900,2900,2900,2900,1,1,0
250701,38040,QQQ250930C00549000,549,250930,2324,2324,2324,2324,2,1,0
250701,38040,QQQ250930C00565000,565,250930,1461,1461,1452,1452,50,2,1
250701,38040,QQQ250930C00690000,690,250930,11,11,11,11,6,4,0
250701,38040,QQQ251231C00505000,505,251231,6773,6773,6773,6773,1,1,0
250701,38040,QQQ260116C00549780,549,260116,3820,3820,3820,3820,1,1,0
250701,38040,QQQ260320C00450000,450,260320,12032,12032,12032,12032,1,1,0
250701,38040,QQQ260320C00630000,630,260320,1134,1134,1134,1134,1,1,0
250701,38040,QQQ260618C00480000,480,260618,10360,10360,10360,10360,2,1,0
250701,38040,QQQ270115C00500000,500,270115,10500,10500,10500,10500,1,1,0
250701,38040,QQQ270617C00775000,775,270617,965,965,965,965,5,1,0
250701,38100,QQQ250701C00544000,544,250701,434,465,434,461,9,6,3
250701,38100,QQQ250701C00545000,545,250701,368,368,368,368,10,1,-6
250701,38100,QQQ250701C00546000,546,250701,268,285,268,285,160,6,1
250701,38100,QQQ250701C00547000,547,250701,190,210,188,209,30,13,-4
250701,38100,QQQ250701C00548000,548,250701,128,143,127,137,981,104,10
250701,38100,QQQ250701C00549000,549,250701,81,90,80,85,1415,244,61
250701,38100,QQQ250701C00550000,550,250701,47,53,46,50,1433,182,-63
250701,38100,QQQ250701C00551000,551,250701,26,28,25,27,302,92,-82
250701,38100,QQQ250701C00552000,552,250701,14,15,13,15,162,55,-2
250701,38100,QQQ250701C00553000,553,250701,8,9,7,7,175,42,9
250701,38100,QQQ250701C00554000,554,250701,4,5,4,4,20,5,-2
250701,38100,QQQ250701C00555000,555,250701,2,3,2,3,6,6,0
250701,38100,QQQ250701C00556000,556,250701,2,3,2,2,22,4,0
250701,38100,QQQ250701C00557000,557,250701,1,2,1,1,5,3,-1
250701,38100,QQQ250702C00543000,543,250702,606,606,606,606,52,1,-3
250701,38100,QQQ250702C00546000,546,250702,346,370,346,370,14,4,2
250701,38100,QQQ250702C00547000,547,250702,291,298,291,298,39,5,0
250701,38100,QQQ250702C00548000,548,250702,221,237,221,237,15,8,-11
250701,38100,QQQ250702C00549000,549,250702,170,185,170,185,155,23,-8
250701,38100,QQQ250702C00550000,550,250702,126,139,126,135,203,32,-56
250701,38100,QQQ250702C00551000,551,250702,91,99,90,99,59,12,-7
250701,38100,QQQ250702C00552000,552,250702,63,70,63,69,39,13,-8
250701,38100,QQQ250702C00553000,553,250702,44,46,44,46,11,4,0
250701,38100,QQQ250702C00554000,554,250702,27,31,27,31,4,3,-2
250701,38100,QQQ250702C00555000,555,250702,19,19,18,19,17,6,1
250701,38100,QQQ250702C00558000,558,250702,6,6,6,6,1,1,-5
250701,38100,QQQ250702C00563000,563,250702,2,2,2,2,1,1,0
250701,38100,QQQ250703C00490000,490,250703,5817,5825,5817,5825,2,2,-1
250701,38100,QQQ250703C00538000,538,250703,1100,1100,1100,1100,10,1,0
250701,38100,QQQ250703C00545000,545,250703,538,538,538,538,27,4,0
250701,38100,QQQ250703C00546000,546,250703,455,469,455,469,11,2,-1
250701,38100,QQQ250703C00547000,547,250703,398,398,398,398,1,1,-4
250701,38100,QQQ250703C00547500,547,250703,364,364,364,364,20,1,0
250701,38100,QQQ250703C00548000,548,250703,331,337,331,337,3,3,-2
250701,38100,QQQ250703C00549000,549,250703,279,282,275,282,41,8,2
250701,38100,QQQ250703C00550000,550,250703,225,234,223,234,54,16,-1
250701,38100,QQQ250703C00551000,551,250703,182,192,182,192,15,7,-5
250701,38100,QQQ250703C00552000,552,250703,146,151,146,151,28,6,3
250701,38100,QQQ250703C00552500,552,250703,130,130,130,130,10,1,-1
250701,38100,QQQ250703C00553000,553,250703,112,119,112,119,3,3,-1
250701,38100,QQQ250703C00554000,554,250703,88,92,87,92,15,5,-4
250701,38100,QQQ250703C00555000,555,250703,64,68,64,68,182,7,-2
250701,38100,QQQ250703C00556000,556,250703,49,50,49,50,17,3,1
250701,38100,QQQ250703C00557000,557,250703,35,36,35,36,5,3,2
250701,38100,QQQ250703C00558000,558,250703,26,26,26,26,3,2,0
250701,38100,QQQ250703C00561000,561,250703,9,9,9,9,1,1,0
250701,38100,QQQ250703C00562000,562,250703,8,8,8,8,1,1,0
250701,38100,QQQ250703C00567000,567,250703,2,2,2,2,154,2,1
250701,38100,QQQ250703C00570000,570,250703,2,2,2,2,10,1,0
250701,38100,QQQ250707C00495000,495,250707,5368,5368,5368,5368,1,1,0
250701,38100,QQQ250707C00496000,496,250707,5287,5287,5287,5287,2,1,0
250701,38100,QQQ250707C00497000,497,250707,5189,5189,5189,5189,2,1,0
250701,38100,QQQ250707C00546000,546,250707,554,554,554,554,1,1,-1
250701,38100,QQQ250707C00548000,548,250707,438,438,438,438,26,2,-1
250701,38100,QQQ250707C00549000,549,250707,375,384,375,384,6,2,-9
250701,38100,QQQ250707C00550000,550,250707,322,330,322,330,211,22,17
250701,38100,QQQ250707C00552000,552,250707,237,238,237,238,200,18,16
250701,38100,QQQ250707C00554000,554,250707,167,167,167,167,1,1,0
250701,38100,QQQ250707C00555000,555,250707,134,139,134,139,6,4,-4
250701,38100,QQQ250707C00558000,558,250707,71,73,71,73,24,2,1
250701,38100,QQQ250707C00559000,559,250707,57,57,57,57,10,1,0
250701,38100,QQQ250707C00560000,560,250707,45,45,45,45,1,1,0
250701,38100,QQQ250707C00565000,565,250707,13,13,13,13,2,1,-2
250701,38100,QQQ250708C00539000,539,250708,1124,1124,1124,1124,1,1,-2
250701,38100,QQQ250708C00540000,540,250708,1042,1042,1042,1042,1,1,0
250701,38100,QQQ250708C00546000,546,250708,617,617,617,617,1,1,0
250701,38100,QQQ250708C00548000,548,250708,491,491,491,491,2,1,-3
250701,38100,QQQ250708C00549000,549,250708,430,443,430,443,2,2,0
250701,38100,QQQ250708C00550000,550,250708,375,375,374,374,2,2,0
250701,38100,QQQ250708C00552000,552,250708,291,291,291,291,2,1,0
250701,38100,QQQ250708C00557000,557,250708,126,126,126,126,1,1,0
250701,38100,QQQ250708C00558000,558,250708,106,106,106,106,1,1,-2
250701,38100,QQQ250709C00549000,549,250709,487,492,487,492,10,2,1
250701,38100,QQQ250709C00550000,550,250709,446,446,446,446,1,1,0
250701,38100,QQQ250709C00551000,551,250709,390,390,390,390,5,1,-2
250701,38100,QQQ250709C00554000,554,250709,270,270,270,270,80,1,0
250701,38100,QQQ250709C00570000,570,250709,17,17,17,17,10,1,0
250701,38100,QQQ250710C00545000,545,250710,775,775,775,775,10,1,-1
250701,38100,QQQ250710C00549000,549,250710,539,548,539,548,15,6,4
250701,38100,QQQ250711C00545000,545,250711,835,835,835,835,1,1,-4
250701,38100,QQQ250711C00548000,548,250711,658,658,658,658,1,1,-1
250701,38100,QQQ250711C00549000,549,250711,594,603,594,603,4,2,1
250701,38100,QQQ250711C00550000,550,250711,542,553,542,550,18,4,-1
250701,38100,QQQ250711C00551000,551,250711,491,491,491,491,5,1,-2
250701,38100,QQQ250711C00552000,552,250711,440,442,440,442,9,2,-2
250701,38100,QQQ250711C00554000,554,250711,359,359,359,359,1,1,-1
250701,38100,QQQ250711C00560000,560,250711,168,172,168,172,22,3,-1
250701,38100,QQQ250711C00565000,565,250711,81,84,81,84,35,5,4
250701,38100,QQQ250714C00560000,560,250714,208,208,208,208,1,1,0
250701,38100,QQQ250718C00540000,540,250718,1416,1424,1416,1424,12,3,1
250701,38100,QQQ250718C00544000,544,250718,1144,1144,1144,1144,1,1,0
250701,38100,QQQ250718C00548000,548,250718,892,896,892,896,2,2,1
250701,38100,QQQ250718C00549000,549,250718,819,836,819,836,2,2,-1
250701,38100,QQQ250718C00550000,550,250718,775,775,775,775,1,1,-3
250701,38100,QQQ250718C00551000,551,250718,722,722,722,722,5,1,-3
250701,38100,QQQ250718C00555000,555,250718,525,534,525,534,11,4,-2
250701,38100,QQQ250718C00560000,560,250718,342,350,342,350,10,5,1
250701,38100,QQQ250718C00565000,565,250718,212,216,212,215,9,6,-12
250701,38100,QQQ250718C00575000,575,250718,69,71,69,71,8,2,-2
250701,38100,QQQ250718C00580000,580,250718,39,39,39,39,3,1,0
250701,38100,QQQ250725C00565000,565,250725,332,332,332,332,1,1,-1
250701,38100,QQQ250725C00570000,570,250725,217,218,217,218,4,3,2
250701,38100,QQQ250725C00585000,585,250725,54,54,54,54,10,1,-2
250701,38100,QQQ250731C00550000,550,250731,1119,1129,1119,1129,11,2,1
250701,38100,QQQ250731C00570000,570,250731,321,321,321,321,1,1,0
250701,38100,QQQ250731C00575000,575,250731,223,224,221,224,20,9,5
250701,38100,QQQ250731C00585000,585,250731,97,97,97,97,1,1,0
250701,38100,QQQ250801C00552000,552,250801,1048,1048,1048,1048,5,1,0
250701,38100,QQQ250808C00490000,490,250808,6189,6196,6189,6196,2,2,-1
250701,38100,QQQ250808C00546000,546,250808,1549,1564,1549,1564,40,11,2
250701,38100,QQQ250815C00560000,560,250815,942,942,942,942,11,1,0
250701,38100,QQQ250815C00570000,570,250815,563,568,560,568,9012,3,2
250701,38100,QQQ250815C00580000,580,250815,315,315,315,315,4,2,0
250701,38100,QQQ250815C00585000,585,250815,229,229,227,227,12,2,1
250701,38100,QQQ250815C00590000,590,250815,168,168,167,167,268,11,8
250701,38100,QQQ250815C00600000,600,250815,85,85,85,85,11,1,0
250701,38100,QQQ250829C00558000,558,250829,1312,1312,1312,1312,14,1,0
250701,38100,QQQ250919C00540000,540,250919,2798,2798,2798,2798,1,1,-1
250701,38100,QQQ250919C00590000,590,250919,499,499,499,499,1,1,0
250701,38100,QQQ250919C00600000,600,250919,313,313,313,313,1,1,0
250701,38100,QQQ250919C00610000,610,250919,194,194,194,194,1,1,0
250701,38100,QQQ250930C00548000,548,250930,2401,2401,2401,2401,1,1,0
250701,38100,QQQ251219C00550000,550,251219,3479,3479,3479,3479,20,3,1
250701,38100,QQQ251231C00542000,542,251231,4111,4111,4111,4111,2,1,0
250701,38100,QQQ260116C00540000,540,260116,4450,4450,4450,4450,2,1,0
250701,38100,QQQ260116C00544780,544,260116,4145,4145,4145,4145,2,1,0
250701,38100,QQQ260116C00604780,604,260116,1263,1263,1263,1263,1,1,0
250701,38100,QQQ260320C00550000,550,260320,4583,4583,4583,4583,1,1,0
250701,38100,QQQ260618C00550000,550,260618,5506,5506,5506,5506,1,1,0
250701,38160,QQQ250701C00544000,544,250701,468,468,468,468,10,1,-5
250701,38160,QQQ250701C00545000,545,250701,367,378,367,378,4,2,1
250701,38160,QQQ250701C00546000,546,250701,290,290,276,276,10,6,0
250701,38160,QQQ250701C00547000,547,250701,202,212,192,192,75,17,4
250701,38160,QQQ250701C00548000,548,250701,139,145,127,129,726,119,15
250701,38160,QQQ250701C00549000,549,250701,86,92,79,81,806,174,-70
250701,38160,QQQ250701C00550000,550,250701,50,53,45,47,1232,162,-20
250701,38160,QQQ250701C00551000,551,250701,27,28,24,24,1020,97,5
250701,38160,QQQ250701C00552000,552,250701,14,15,13,13,264,60,5
250701,38160,QQQ250701C00553000,553,250701,8,8,7,7,78,28,-14
250701,38160,QQQ250701C00554000,554,250701,4,4,4,4,24,7,2
250701,38160,QQQ250701C00555000,555,250701,3,3,2,2,17,7,1
250701,38160,QQQ250701C00556000,556,250701,2,2,2,2,6,2,-2
250701,38160,QQQ250702C00540000,540,250702,869,869,869,869,1,1,0
250701,38160,QQQ250702C00543000,543,250702,608,608,608,608,2,1,0
250701,38160,QQQ250702C00545000,545,250702,436,436,436,436,10,2,1
250701,38160,QQQ250702C00546000,546,250702,366,366,355,355,6,4,0
250701,38160,QQQ250702C00547000,547,250702,300,300,290,290,101,17,12
250701,38160,QQQ250702C00548000,548,250702,234,240,225,225,48,15,7
250701,38160,QQQ250702C00549000,549,250702,180,187,173,173,112,28,5
250701,38160,QQQ250702C00550000,550,250702,134,140,130,130,199,18,-14
250701,38160,QQQ250702C00551000,551,250702,101,101,96,96,205,8,-4
250701,38160,QQQ250702C00552000,552,250702,68,71,65,65,74,9,-4
250701,38160,QQQ250702C00553000,553,250702,45,45,44,44,11,2,-2
250701,38160,QQQ250702C00554000,554,250702,28,28,28,28,15,1,-2
250701,38160,QQQ250702C00555000,555,250702,19,19,19,19,15,3,-3
250701,38160,QQQ250702C00557000,557,250702,8,8,8,8,20,4,3
250701,38160,QQQ250702C00559000,559,250702,3,3,3,3,41,1,0
250701,38160,QQQ250702C00560000,560,250702,3,3,3,3,10,1,0
250701,38160,QQQ250703C00540000,540,250703,944,944,944,944,5,1,-1
250701,38160,QQQ250703C00541000,541,250703,856,856,856,856,2,1,0
